恒大雅苑 前面绿地和湖景 看房随时联系 精装修房,恒大雅苑 -宝华商圈,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,80,"6,558元/平"
芷兰湾89 满二年 边户 东边户 采光好 视野好！急,碧桂园凤凰城芷兰湾 -凤凰城商圈,3室1厅 | 89.35平米 | 南 | 精装 | 高楼层(共30层)  | 塔楼,50,"5,596元/平"
恒大雅苑 西边户 中间楼层 南北通透双阳台户型 急售,恒大雅苑 -宝华商圈,3室1厅 | 131.19平米 | 南 北 | 精装 | 中楼层(共31层)  | 塔楼,100,"7,623元/平"
格局好，楼层好，采光足，视野开阔，朝南,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 140平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,208,"14,858元/平"
朗诗恒温恒湿横氧科技洋房低密度社区,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 120平米 | 南 | 精装 | 高楼层(共9层)  | 板塔结合,217,"18,084元/平"
仙林东精装房子配套齐全交通方便,仙林首望城 -宝华商圈,3室2厅 | 100.51平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,118,"11,741元/平"
仙林东泰达青筑品质新房精装133平三房两卫诚意出售,泰达青筑 -宝华商圈,3室2厅 | 132.32平米 | 南 北 | 精装 | 18层  | 板楼,126.5,"9,561元/平"
"业主诚心卖, 视野宽阔 采光充足 改善必备",碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 123.15平米 | 南 北 | 精装 | 中楼层(共19层)  | 板塔结合,118,"9,582元/平"
小区环境好，视野开阔，房子采光好。,碧桂园仙林东郡 -宝华商圈,3室2厅 | 109平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,78,"7,156元/平"
恒大雅苑 精装修大两房 楼层好 采光好 随时看房,恒大雅苑 -宝华商圈,2室2厅 | 99.88平米 | 南 北 | 精装 | 低楼层(共31层)  | 塔楼,110,"11,014元/平"
业主诚心出售 南京首站 万达茂旁 温馨精装 拎包入住,仙林首望城 -宝华商圈,3室1厅 | 89.39平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,120,"13,425元/平"
满二  业主诚心出售  采光无遮挡,碧桂园世纪城邦 -郭庄商圈,4室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,72,"5,071元/平"
四季金辉 刚需小三房 房东诚心出售,四季金辉 -宝华商圈,3室2厅 | 88平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,85,"9,660元/平"
有一个蜗居的地方  有烟火气息,碧桂园世纪城邦 -郭庄商圈,3室2厅 | 99平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,52,"5,253元/平"
四季金辉 3室1厅 南,四季金辉 -宝华商圈,3室1厅 | 87平米 | 南 | 其他 | 低楼层(共34层)  | 塔楼,60,"6,897元/平"
格局好，楼层好，采光足，视野开阔，朝南，户型方正,玉兰花园二期和园 -宝华商圈,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,72,"6,546元/平"
城南电梯好房，3房双卫，好楼层采光无遮挡，随时看房,新城雅居 -句容主城商圈,3室2厅 | 119.8平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据,89.8,"7,496元/平"
城南地铁口，电梯洋房，业主精装带家具家电！,御东国际 -句容主城商圈,3室1厅 | 88.9平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,80,"8,999元/平"
有一个蜗居的地方  有烟火气息,碧桂园世纪城邦 -郭庄商圈,3室2厅 | 99平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,52,"5,253元/平"
碧桂园5房大平层，采光好，业主诚心出售,碧桂园世纪城邦 -郭庄商圈,6室2厅 | 268平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,180,"6,717元/平"
仙林悦城 3室1厅 南,仙林悦城 -宝华商圈,3室1厅 | 79.29平米 | 南 | 其他 | 低楼层(共23层)  | 板楼,80,"10,090元/平"
新出仙林东郡户型方正三房 急卖,碧桂园仙林东郡 -宝华商圈,3室2厅 | 93.82平米 | 南 | 简装 | 中楼层(共32层)  | 板楼,75,"7,995元/平"
楼层好，视野宽阔 ，通透性好 ，业主诚心出售,和昌仙林国际 -宝华商圈,4室2厅 | 106.03平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,95,"8,960元/平"
南北双阳台，户型方正，好位置楼层好急售,碧桂园世纪城邦 -郭庄商圈,3室2厅 | 116.3平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,56,"4,816元/平"
此房开发商精装，总高18层，国企物业,泰达青筑 -宝华商圈,3室2厅 | 109.33平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,87,"7,958元/平"
精装修  中间楼层  交通便利  满二年  随时看房,九曲花苑 -宝华商圈,3室2厅 | 83平米 | 南 | 精装 | 高楼层(共8层)  | 平房,98,"11,808元/平"
纯正花园洋房 高得房率 仙林悦城新街坊 精装好房,仙林悦城新街坊 -宝华商圈,3室1厅 | 115.91平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,99,"8,542元/平"
环境好，闹中取静，成熟社区，紧靠崇明公园,东方华城 -句容主城商圈,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,68,"5,914元/平"
仙林悦城 2室2厅 南,仙林悦城 -宝华商圈,2室2厅 | 63.45平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,55,"8,669元/平"
同城世家 洋房边户 低密社区 生活便利 满二诚售,同城世家 -宝华商圈,4室2厅 | 142.37平米 | 南 北 | 精装 | 10层  | 板楼,165,"11,590元/平"
雅居乐花园 3室2厅 东 南 北,雅居乐花园 -句容主城商圈,3室2厅 | 112平米 | 东 南 北 | 毛坯 | 高楼层(共15层)  | 板塔结合,90,"8,036元/平"
碧桂园仙林东郡 2室1厅 南 北,碧桂园仙林东郡 -宝华商圈,2室1厅 | 79平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,60,"7,595元/平"
满两年，此房采光佳，新交付，户型方正，交通便利，,碧桂园凤凰城星悦湾 -凤凰城商圈,4室2厅 | 122平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 塔楼,100,"8,197元/平"
泰达青筑 3室1厅 南,泰达青筑 -宝华商圈,3室1厅 | 133平米 | 南 | 精装 | 18层  | 板楼,100,"7,519元/平"
急售 业主诚心出售 随时看房 拎包入住,彩虹城 -宝华商圈,3室2厅 | 111.43平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,79,"7,090元/平"
仙林东  翡翠华府二期  精装修加地暖  双阳台的,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117.26平米 | 南 北 | 精装 | 高楼层(共32层)  | 塔楼,126,"10,746元/平"
恒大雅苑101平精装修三房 户型方正,恒大雅苑 -宝华商圈,3室1厅 | 101.54平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,90,"8,864元/平"
恒大雅苑 品质小区 品牌物业 开发商精装交付  采光好,恒大雅苑 -宝华商圈,4室2厅 | 158.16平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,158,"9,990元/平"
格局好楼层好，采光足视野开阔，配套齐全，交通便利,同城世家 -宝华商圈,3室3厅 | 158平米 | 南 | 精装 | 10层  | 板楼,280,"17,722元/平"
万达茂旁精装修四房 楼层好视野开阔小区成熟生活方便,恒大雅苑 -宝华商圈,4室1厅 | 158.18平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,166,"10,495元/平"
成熟社区大平层 地暖 偶尔居住 保养很好,金润香江丽景南区 -句容主城商圈,5室3厅 | 268平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,330,"12,314元/平"
仙林万达旁 100万高品质装 六室两厨品牌空调带地暖,碧桂园翡翠华府 -宝华商圈,6室2厅 | 258平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,498,"19,303元/平"
京东紫晶得房率百分100精装修拎包入住诚心出售,京东紫晶 -宝华商圈,2室2厅 | 56.8平米 | 东南 | 精装 | 中楼层(共35层)  | 板塔结合,45,"7,923元/平"
满两年 小区中间 一期标杆 环境好  中间楼层,碧桂园凤凰城·凤仪苑 -凤凰城商圈,2室2厅 | 88平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,42,"4,773元/平"
山景洋房，诚心卖。随时可看，采光十分充足,九曲花苑 -宝华商圈,4室2厅 | 157平米 | 东南 | 简装 | 高楼层(共11层)  | 暂无数据,238,"15,160元/平"
仙林悦城 居家装修 中间楼层 采光好 诚心出售,仙林悦城 -宝华商圈,3室2厅 | 113平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,99,"8,762元/平"
凤坛花园带产证采光好 楼层好 南京省中医人民医院..,凤坛花园 -宝华商圈,4室1厅 | 105平米 | 南 | 精装 | 7层  | 板塔结合,46.5,"4,429元/平"
天然氧吧 环境优美 仙林大道旁,仙林印象 -宝华商圈,2室2厅 | 74.67平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,95,"12,723元/平"
此房格局好，采光充足，配套设施齐全，交通便利。。..,建中御东国际六期 -句容主城商圈,4室2厅 | 99平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,83,"8,384元/平"
小高层洋房，楼层采光好，视野好,逸品汤山三期 -凤凰城商圈,2室2厅 | 84.73平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,53,"6,256元/平"
楼层好 采光足 交通便利 配套成熟,濠锋星钻 -宝华商圈,2室2厅 | 84.5平米 | 西南 | 精装 | 高楼层(共33层)  | 板塔结合,90,"10,651元/平"
仙林东，万达茂，楼层好，采光充足,天正理想城 -宝华商圈,3室2厅 | 85平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,88,"10,353元/平"
仙林万达茂东，恒大雅苑两居婚房，拎包入住。满五唯一,恒大雅苑 -宝华商圈,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,81,"9,311元/平"
仙林东恒大雅苑精装大2房设施齐全拎包入住诚意出售,恒大雅苑 -宝华商圈,2室2厅 | 103.55平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,96,"9,271元/平"
仙林东路  宝华山下 花园洋房 天然氧吧,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 97平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,236,"24,330元/平"
周 边配套设施齐全，出行方便大..采光好 前后无遮挡,瑞和锦苑 -句容主城商圈,2室1厅 | 88.41平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 板塔结合,56,"6,335元/平"
网红小区，地铁口，实得112平，中上楼层采光视眼好,建中御东国际六期 -句容主城商圈,3室2厅 | 79.71平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 暂无数据,70,"8,782元/平"
御东六期  前后通透格局 三开间朝南 近实小,建中御东国际六期 -句容主城商圈,4室2厅 | 99平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,90,"9,091元/平"
小区环境好空气好碧桂园自带物业管理,碧桂园凤凰城凤鸣苑 -凤凰城商圈,2室1厅 | 87.86平米 | 南 | 毛坯 | 中楼层(共29层)  | 塔楼,48,"5,464元/平"
方正三房 三开间朝南 视野开阔 满五唯一,天正理想城 -宝华商圈,3室2厅 | 87.08平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,65,"7,465元/平"
格局好，楼层好，采光足，视野开阔，朝南,天正理想城 -宝华商圈,3室2厅 | 87平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,95,"10,920元/平"
配套设施齐，交通便利，房东诚心出售，价格可谈,泰达青筑 -宝华商圈,1室1厅 | 31.45平米 | 东南 | 简装 | 低楼层(共17层)  | 板楼,20,"6,360元/平"
全南户型二次装修价格可以谈二次装修,碧桂园凤凰城凤鸣苑 -凤凰城商圈,2室1厅 | 87.86平米 | 南 | 简装 | 低楼层(共29层)  | 塔楼,43.5,"4,952元/平"
房子五月份满两年，价格可谈，业主急售。,碧桂园仙林东郡 -宝华商圈,2室2厅 | 84平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,70,"8,334元/平"
南京东，近地铁，户型方正，，，，,逸品汤山三期 -凤凰城商圈,2室2厅 | 82.86平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,47.9,"5,781元/平"
户型方正   精装大两房     带阁楼    有附房,黄梅新村西区 -凤凰城商圈,2室2厅 | 84.73平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,37.5,"4,426元/平"
芷兰湾简装两房 采光辣眼睛 户型方正 急售,碧桂园凤凰城芷兰湾 -凤凰城商圈,2室1厅 | 71.19平米 | 南 | 简装 | 中楼层(共30层)  | 塔楼,53,"7,445元/平"
泰达国企，拎包入住，随时可看房。,泰达青筑 -宝华商圈,1室1厅 | 30平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,23.8,"7,934元/平"
国际花园精装大两房，此房满两年 高楼层诚心出售,国际花园 -句容主城商圈,2室2厅 | 91.06平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,49.5,"5,436元/平"
御东国际六期99平四房一卫，小区环境优美,建中御东国际六期 -句容主城商圈,4室2厅 | 99平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼,75,"7,576元/平"
碧桂园华东科技新城 户型方正 低总价好房,碧桂园华东科技新城 -凤凰城商圈,2室2厅 | 69.72平米 | 南 | 精装 | 低楼层(共19层)  | 塔楼,41,"5,881元/平"
此房已经满两年，小区环境*好，安静，适合养老自住,九曲花苑 -宝华商圈,3室2厅 | 83平米 | 南 | 毛坯 | 中楼层(共8层)  | 塔楼,110,"13,254元/平"
九曲洋房，中间楼层，业主诚心出售，随时看房,九曲花苑 -宝华商圈,3室1厅 | 83.21平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,102,"12,259元/平"
建中御东国际六期3-1-1-1 79.78m² 89 万,建中御东国际六期 -句容主城商圈,3室1厅 | 79.78平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,73,"9,151元/平"
正规两个房间的房子，双向朝南，户型方正，布局合理,中央广场 -句容主城商圈,2室2厅 | 91平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,66,"7,253元/平"
采光良好，视野俱佳，毛坯小两房,御东国际 -句容主城商圈,2室2厅 | 73.6平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,66,"8,968元/平"
交通便利环境优美  出行便利 自带物业管理,碧桂园凤凰城柏丽湾 -凤凰城商圈,2室1厅 | 89.63平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,66,"7,364元/平"
天正理想城 近地铁 中间楼层 配套方便,天正理想城 -宝华商圈,2室2厅 | 74.19平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,84,"11,323元/平"
视野开阔，前无遮挡，户型通透，小户型，户型很好,碧桂园凤凰城芷兰湾 -凤凰城商圈,2室1厅 | 82.53平米 | 南 | 简装 | 低楼层(共32层)  | 塔楼,50.5,"6,119元/平"
楼层好 位置好 无遮挡 满二 精装修家具家电全都留下,碧桂园凤凰城凤鸣苑 -凤凰城商圈,2室1厅 | 87.86平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,46,"5,236元/平"
精装温馨两房，喧闹的城市里，属于自己的那片宁静,濠锋星钻 -宝华商圈,2室2厅 | 83平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,67,"8,073元/平"
一楼带院子  多层洋房 有附房可以单卖 看房有钥匙,御东国际三期 -句容主城商圈,2室1厅 | 83.28平米 | 南 | 简装 | 低楼层(共5层)  | 板塔结合,83,"9,967元/平"
城南地铁口城兴首府两室毛坯急卖,城兴首府 -句容主城商圈,2室1厅 | 97.88平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,60,"6,130元/平"
世茂花园2房2厅，精装修，圆弧大阳台,世茂花园 -句容主城商圈,2室2厅 | 88平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,67,"7,614元/平"
城南六位数低密度住宅，优质楼层,大自然花园 -句容主城商圈,2室2厅 | 88.11平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,60,"6,810元/平"
刚需两房，总价低，楼层好采光无遮挡,碧桂园世纪城邦 -郭庄商圈,2室2厅 | 80平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,64.8,"8,100元/平"
仙林东港企新空毛坯 业主诚心 随时看房,百里峯景 -宝华商圈,2室2厅 | 92平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,87,"9,457元/平"
房子满2年，总高18层，国企物业，采光好，,泰达青筑 -宝华商圈,2室2厅 | 82平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,59.5,"7,257元/平"
御东国际6期 4室2厅1卫 视野开阔，三开间朝南,建中御东国际六期 -句容主城商圈,4室2厅 | 89平米 | 东 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,75,"8,427元/平"
房源真实在售，优质房。生活便利。,碧桂园凤凰城·凤仪苑 -凤凰城商圈,2室2厅 | 56.74平米 | 南 | 精装 | 中楼层(共19层)  | 塔楼,53.74,"9,472元/平"
宝华花园1楼位置好简单装修可以正常住看房方便产证满2,宝华花园 -宝华商圈,2室1厅 | 58平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,36,"6,207元/平"
精装加空调 家电家具齐全 拎包入住  价格可以商量,泰达青筑 -宝华商圈,1室1厅 | 31平米 | 东南 | 精装 | 中楼层(共17层)  | 板楼,18,"5,807元/平"
小高层洋房，拎包入住中间楼层，采光无遮挡,逸品汤山二期 -凤凰城商圈,2室2厅 | 93.01平米 | 南 | 精装 | 中楼层(共10层)  | 塔楼,92,"9,892元/平"
此房二次装修。视野开阔。离轻轨进。,黄梅新村中区 -凤凰城商圈,2室1厅 | 55.98平米 | 南 | 精装 | 低楼层(共7层)  | 塔楼,32,"5,717元/平"
房型方正，南京东，交通方便，得房率高,黄梅新村中区 -凤凰城商圈,2室1厅 | 54.92平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,36.5,"6,647元/平"
凤仪苑 近地铁 采光充足 户型格局好,碧桂园凤凰城·凤仪苑 -凤凰城商圈,2室1厅 | 84.73平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼,53,"6,256元/平"
楼层好，视野宽阔，采光充足，配套设施完整，交通方便,天正理想城 -宝华商圈,2室2厅 | 76平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,76,"10,000元/平"
仙林东 招商蛇口 精装修 朝南 1室1厅1厨1卫,招商国际E城 -宝华商圈,1室1厅 | 46平米 | 南 | 精装 | 低楼层(共23层)  | 塔楼,48,"10,435元/平"
万达茂 恒大雅苑 精装两房 拎包即住 看房方便,恒大雅苑 -宝华商圈,2室2厅 | 89平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,96,"10,787元/平"
近双地铁，与南京一河之隔，业主自住 随时可以看房,招商国际E城 -宝华商圈,1室1厅 | 50.39平米 | 南 北 | 精装 | 低楼层(共23层)  | 塔楼,40,"7,939元/平"
繁华地段 配套齐全 一体化 双地铁出行方便 价格可谈,天正理想城 -宝华商圈,2室1厅 | 74.19平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,57,"7,683元/平"
房子已满2年，户型方正，采光好 精装,恒大雅苑 -宝华商圈,2室1厅 | 104平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,85,"8,174元/平"
格局好，楼层好，采光足，视野开阔,香山壹境 -宝华商圈,2室2厅 | 76.39平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板塔结合,50,"6,546元/平"
仙林大道旁 央企 中间楼层 采光无遮挡,招商国际E城 -宝华商圈,1室1厅 | 46.73平米 | 南 北 | 精装 | 高楼层(共23层)  | 塔楼,19,"4,066元/平"
仙林大道旁 央企 中间楼层 采光无遮挡,招商国际E城 -宝华商圈,1室1厅 | 46.73平米 | 南 北 | 精装 | 高楼层(共23层)  | 塔楼,19,"4,066元/平"
