采光充足，交通便利，天鸿苑不临高速，有钥匙随时看房,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 132.2平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,73,"5,522元/平"
梧桐苑花园洋房 精装空置中 景观房 满2年 飞机户型,万科城梧桐苑 -溧水城南,3室2厅 | 93.17平米 | 南 | 其他 | 高楼层(共11层)  | 塔楼,128,"13,739元/平"
万科棕榈苑 二次精装修空置 三开间朝南 含车位 满2年,万科城棕榈苑 -溧水城南,4室2厅 | 144平米 | 南 | 其他 | 高楼层(共28层)  | 塔楼,185,"12,848元/平"
花园洋房满二，得房率高，万科物业，精装全新未入住，,万科城梧桐苑 -溧水城南,3室1厅 | 85.22平米 | 南 | 其他 | 高楼层(共11层)  | 塔楼,133,"15,607元/平"
水岸新都，精装修满两年，132.68平，198万,水岸新都 -溧水城南,3室2厅 | 132.68平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,163,"12,286元/平"
房产证满2年，采光好，环境优美，花园式小区,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 114.78平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,80,"6,970元/平"
视野开阔，采光充足，交通便利，配套齐全,蓝湖西岸 -溧水城南,3室2厅 | 139平米 | 南 | 其他 | 中楼层(共10层)  | 塔楼,219,"15,756元/平"
溧水城南万科梧桐苑，电梯洋房，设施齐全，交通便利。,万科城梧桐苑 -溧水城南,3室1厅 | 109平米 | 南 | 其他 | 高楼层(共11层)  | 塔楼,187,"17,156元/平"
城南中间好楼层  精装修 三个阳台 采光充足 南北格局,广成东方名城 -溧水城南,4室2厅 | 140.26平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,166,"11,836元/平"
万科物业 24小时安保 二次装修 艺术风格,万科城梧桐苑 -溧水城南,3室2厅 | 117.4平米 | 南 | 其他 | 低楼层(共27层)  | 塔楼,181.5,"15,460元/平"
近地铁高铁 恒大精装3房 风景好阳光充足 诚心出售,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 124平米 | 南 北 | 其他 | 中楼层(共33层)  | 塔楼,85,"6,855元/平"
满2年家具家店齐全楼层好拎包入住全南户型,恒大金碧天下天鸿苑 -溧水恒大,3室1厅 | 125.04平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,98,"7,838元/平"
楼层好 采光充足 视野宽阔 配套齐全交通便利,中南锦城 -溧水城南,3室1厅 | 111.79平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,127.8,"11,433元/平"
户型方正，标准三房，清爽装修，配套完善。,凯阳花园 -溧水城南,3室2厅 | 106平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,124,"11,699元/平"
天生福邸，满两年，中间楼层多层，没有什么浪费空间！,天生福邸 -溧水城南,3室1厅 | 148平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,125,"8,446元/平"
和园精装修三房空置满2年，采光充足,和园 -溧水城南,3室2厅 | 136平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,180,"13,236元/平"
溧水城南碧桂园翡翠台三房两卫开发商精装修房诚售,碧桂园翡翠台 -溧水城南,3室1厅 | 118平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,170,"14,407元/平"
城南 无想山下  创源无想墅  毛坯 三室两卫,创源无想墅 -溧水城南,3室2厅 | 136平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,205,"15,074元/平"
金龙南郡120平米售135万  毛坯   随时看房,金龙南郡 -溧水城南,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,125,"10,417元/平"
天生福邸，满两年，中间楼层多层，没有什么浪费空间！,天生福邸 -溧水城南,3室1厅 | 148平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,125,"8,446元/平"
二楼近南门无遮挡采光好适合老人小孩,金龙南郡 -溧水城南,3室1厅 | 120平米 | 南 | 其他 | 低楼层(共11层)  | 暂无数据,102,"8,500元/平"
恒大金碧天下 户型方正布局合理 南北向精装三房,恒大金碧天下天鸿苑 -溧水恒大,3室1厅 | 124平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,88,"7,097元/平"
开发商精装修，从未入住 满两年 中间楼层 无遮挡,万科城银杏苑 -溧水城南,3室2厅 | 117.4平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,166,"14,140元/平"
新空毛坯 楼层好 总价低 无抵押 无户口 环境优美,石虎名苑 -溧水城南,3室1厅 | 93平米 | 南 | 其他 | 中楼层(共20层)  | 板塔结合,85,"9,140元/平"
城南好房，楼层好精装修，无遮挡采光充足，视野宽阔！,碧桂园翡翠台 -溧水城南,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共8层)  | 板塔结合,146,"12,373元/平"
城南好地段，生活便利，配套完善，104平只要118万,幸福佳苑 -溧水城南,3室2厅 | 104平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,113,"10,866元/平"
总高11层中间层 精装入住少 家里不开火 保养的很好,水岸新都 -溧水城南,3室2厅 | 130.62平米 | 南 | 其他 | 中楼层(共10层)  | 塔楼,170,"13,015元/平"
溧水城南万科物业万科梧桐苑三房在售,万科城梧桐苑 -溧水城南,3室2厅 | 92平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,106,"11,522元/平"
房产证满2年，采光好，环境优美，花园式小区,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 114.78平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,80,"6,970元/平"
花园洋房满二，得房率高，万科物业，精装全新未入住，,万科城梧桐苑 -溧水城南,3室1厅 | 85.22平米 | 南 | 其他 | 高楼层(共11层)  | 塔楼,133,"15,607元/平"
溧水区安居苑，省溧附距离60米,庆丰小区安居苑 -溧水城中,3室2厅 | 120平米 | 北 南 | 其他 | 中楼层(共6层)  | 板楼,103,"8,584元/平"
房东诚心售卖，精装修，可拎包入住,恒大金碧天下天鸿苑 -溧水恒大,4室2厅 | 130平米 | 南 西南 | 其他 | 高楼层(共33层)  | 板楼,90,"6,924元/平"
溧水城北亚东王炸户型 诚售..,亚东同城逸境 -溧水城北,3室2厅 | 140.43平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼,125,"8,902元/平"
无遮挡，交通便利，环境好，配套齐全,万科城梧桐苑 -溧水城南,4室1厅 | 144平米 | 南 | 其他 | 低楼层(共9层)  | 塔楼,290,"20,139元/平"
精装未入住 大三房两卫 中间楼层,中山首府 -溧水城南,3室1厅 | 132.18平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,180,"13,618元/平"
恒大金碧天下湖光苑 好位置小高层 景观房 价格可谈,恒大金碧天下湖光苑 -溧水恒大,4室2厅 | 126.19平米 | 东 西 | 精装 | 中楼层(共11层)  | 板楼,88,"6,974元/平"
房屋满两年，楼层好，视野开阔，配套设施齐全。,恒大金碧天下湖光苑 -溧水恒大,4室2厅 | 149.2平米 | 东 | 精装 | 高楼层(共18层)  | 板楼,112,"7,507元/平"
石虎名苑  满二  精装  面临万达广场,石虎名苑 -溧水城南,3室1厅 | 125.47平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,110,"8,768元/平"
采光好 视野开阔 户型优越 高档开发商精装房,恒大金碧天下湖光苑 -溧水恒大,3室1厅 | 149平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,101,"6,779元/平"
溧水城南汇景苑 好房出售 满2年,汇景苑 -溧水城南,3室2厅 | 126.24平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,151,"11,962元/平"
美丽新城北区 成熟小区，配套齐全！满五！,美丽新城北区 -溧水城北,3室2厅 | 135平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,110,"8,149元/平"
溧水城中 涌鑫花园    4室2厅2卫,涌鑫花园 -溧水城中,4室2厅 | 155平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,176,"11,355元/平"
中山湖地铁口，中高楼层，带家电家具，价可谈，环境好,万科城棕榈苑 -溧水城南,3室1厅 | 89.97平米 | 南 | 其他 | 高楼层(共28层)  | 塔楼,108,"12,005元/平"
万达旁 文苑小区电梯房 满两年 配套完善 中间楼层,文苑小区 -溧水城南,3室2厅 | 93平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,95,"10,216元/平"
户型方正，南北格局，通风好，采光好，满二,水岸康城 -溧水城南,3室2厅 | 128平米 | 南 | 其他 | 低楼层(共5层)  | 板楼,150,"11,719元/平"
满两年 好楼层 简装 随时看房 万达旁 近地铁,石虎名苑 -溧水城南,3室2厅 | 92平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,83,"9,022元/平"
精装修 满两年  拎包入住 三房,和园 -溧水城南,3室2厅 | 113平米 | 南 | 其他 | 低楼层(共15层)  | 板楼,137,"12,124元/平"
业主诚心出售户型方正 地理位置好,中山首府 -溧水城南,3室2厅 | 92.5平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,115,"12,433元/平"
精装修满五年，房屋格局很好，拎包入住,水岸康城 -溧水城南,4室2厅 | 143.8平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,181,"12,587元/平"
万达广场，精装修，配套成熟，生活便利,溧水万达御景仕家一期 -溧水城南,3室2厅 | 105平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,118,"11,239元/平"
满两年 采光好 视野开阔 户型优越 高档开发商精装房,恒大金碧天下天鸿苑 -溧水恒大,4室2厅 | 160平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,105,"6,563元/平"
此房户型方正 小区旁边交通便利 出门就是地铁站口,影都商汇 -溧水其它,3室1厅 | 105平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,82,"7,810元/平"
毛坯小洋房，中间楼层，楼间距大，居住舒适,金龙南郡 -溧水城南,3室2厅 | 90.5平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据,80,"8,840元/平"
好楼层 满2年  采光充足  房东诚心出售,时代景园 -溧水城南,3室1厅 | 119平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,113,"9,496元/平"
业主诚意出售，价格可以商量，所处位置好，生活便利。,宏泰花苑东区 -溧水城中,3室2厅 | 138.18平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,121,"8,757元/平"
此房满2年，居家装修， 户型方正 ，税少,宏进锦绣家园 -溧水城北,3室1厅 | 112平米 | 东 | 毛坯 | 高楼层(共6层)  | 板塔结合,88,"7,858元/平"
精装修满五年，房屋格局很好，拎包入住,水岸康城 -溧水城南,4室2厅 | 143.8平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,181,"12,587元/平"
业主诚心出售户型方正 地理位置好,中山首府 -溧水城南,3室2厅 | 92.5平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,115,"12,433元/平"
中山首府，简装小三房，满两年 楼层好,中山首府 -溧水城南,3室2厅 | 93平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,107,"11,506元/平"
城中多层精装房 拎包入住 设施齐全  三开间朝南 满2年,爱涛天逸园 -溧水城中,3室2厅 | 97平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,91,"9,382元/平"
无相山下，楼龄新，电梯房，户型方正,石虎名苑 -溧水城南,3室2厅 | 124平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,99,"7,984元/平"
小区南大门口是 商 业 街饭店母婴店，菜场，一应俱全,秦淮花苑北区 -溧水城北,2室2厅 | 90平米 | 南 | 毛坯 | 中楼层(共5层)  | 板楼,85,"9,445元/平"
楼层好，视野开阔，楼间距宽，拎包入住。,万辰广场 -溧水城中,2室1厅 | 88.91平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,105,"11,810元/平"
此房 南北通透格局，户型方正，好楼层,创维佳园 -溧水城北,2室1厅 | 86平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,90,"10,466元/平"
此房满两年，户型方正，楼层好，采光视野无遮挡,金东城世家西园二期 -溧水城北,2室1厅 | 87.2平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,80,"9,175元/平"
亚东同城逸境 坯清水小三房 卧龙湖地铁口 随时可看,亚东同城逸境 -溧水城北,3室2厅 | 86.41平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,79,"9,143元/平"
此房户型方正，中楼层，生活，医疗设施成熟，出行方便,锦和家园 -溧水城北,2室2厅 | 92.54平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,74,"7,997元/平"
楼龄新   环境好   好楼层 采光充足 交通便利,湖韵怡居B区 -溧水城中,2室2厅 | 91.38平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,73,"7,989元/平"
中高楼层，采光充沛，视野开阔，花园式小区。,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 86.86平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,80,"9,211元/平"
毛坯两房 户型方正 采光充足。。。。,广成东方名城 -溧水城南,2室2厅 | 88.1平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,95,"10,784元/平"
此房满五年唯一，交通方便，生活便利,工业新村 -溧水城中,2室1厅 | 56.8平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,58,"10,212元/平"
恒大开发商 恒大自己的物业 小区位于卧龙湖边,恒大金碧天下天鸿苑 -溧水恒大,2室1厅 | 86平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,62,"7,210元/平"
创维乐活城86平94万 满两年，好楼层 户型方正,创维乐活城 -溧水城北,2室2厅 | 85.87平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,75,"8,735元/平"
户型方正，南北格局，通风好，采光好,秋湖嘉苑二期 -溧水城南,2室2厅 | 60平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,34,"5,667元/平"
秦淮佳苑，好楼层视野开阔，配套成熟,秦淮佳苑五期 -溧水城北,2室2厅 | 102平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,57,"5,589元/平"
此房两室朝南，采光充足，配套齐全，交通便利,北宸新苑 -溧水城北,2室2厅 | 89平米 | 南 | 简装 | 低楼层(共18层)  | 塔楼,77,"8,652元/平"
秦淮花苑福园 配套齐全 拎包入住 交通便利 采光好,秦淮花苑福园 -溧水城北,2室2厅 | 92平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,75,"8,153元/平"
亚东同城 好房出售 满二 中间楼层 毛坯,亚东同城逸境 -溧水城北,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 塔楼,128,"10,667元/平"
此房满5年，老精装，采光很好，看房方便。,庆丰小区安居苑 -溧水城中,2室2厅 | 105平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,92,"8,762元/平"
此房满5年，老精装，采光很好，看房方便。,庆丰小区安居苑 -溧水城中,2室2厅 | 105平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,92,"8,762元/平"
财贸新村  精装修  满两年  随时看房,财贸新村 -溧水城中,3室2厅 | 109平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,120,"11,010元/平"
楼层好，次顶楼，户型方正，配套齐全!,爱涛天逸园 -溧水城中,2室2厅 | 89平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,102,"11,461元/平"
位置好，老精装，，采光很好，户型好,庆丰小区园村东区 -溧水城中,2室1厅 | 82平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,75,"9,147元/平"
创维乐活城毛坯 可塑性强  户型方正,创维乐活城 -溧水城北,2室1厅 | 86平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,83,"9,652元/平"
业主诚心卖，价格可谈，可以小刀。,美丽新苑 -溧水城北,2室2厅 | 79.6平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,73,"9,171元/平"
游小、金陵，配套齐全，经济实用,美丽新城南区 -溧水城北,3室2厅 | 110平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,101.5,"9,228元/平"
此房开发商精装修，满两年，中间楼栋位置，采光好。,亚东同城逸境 -溧水城北,3室2厅 | 140平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,150,"10,715元/平"
房子满五不唯一 闹中取静 税少 居家装修 看房方便,秦淮花苑南区 -溧水城北,3室2厅 | 124.75平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,107,"8,578元/平"
满二  高楼层  无遮挡  视野开阔,北宸新苑 -溧水城北,2室2厅 | 89平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,98,"11,012元/平"
庆丰小区  2室1厅  简装 满两年,庆丰小区安居苑 -溧水城中,2室2厅 | 83.57平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,71,"8,496元/平"
北宸新苑好房推荐 楼层好户型方正 采光好 南北通透,北宸新苑 -溧水城北,2室2厅 | 80平米 | 南 北 | 其他 | 中楼层(共8层)  | 塔楼,75,"9,375元/平"
"房东急售，此房满5年,紧靠实小，幼儿园，",财贸新村 -溧水城中,3室2厅 | 84平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,78,"9,286元/平"
此房满五年，房东诚心出售，满五年，税少，精装,创维佳园 -溧水城北,2室1厅 | 68.12平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,73,"10,717元/平"
税费少 采光充足，配套设施齐全，交通便利，有阁楼,一品骊城 -溧水城北,3室2厅 | 104平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,100,"9,616元/平"
此房满两年，好楼层电梯房，全南户型,珍珠佳苑 -溧水城北,2室2厅 | 91平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,83,"9,121元/平"
视野开阔。配套齐全，交通便利，,双塘景苑 -溧水城中,3室2厅 | 100.82平米 | 南 | 毛坯 | 低楼层(共25层)  | 板塔结合,98,"9,721元/平"
此房满五年且唯一，好楼层，视野好，采光充足，格局好,琴韵华庭 -溧水城北,2室2厅 | 86.9平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,75,"8,631元/平"
视野开阔 交通便利 小区主入口菜场齐全,塞纳名邸 -溧水城北,2室2厅 | 98平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,85,"8,674元/平"
"房型正,正规板式房,双阳台,采光通风好",金东城世家西园二期 -溧水城北,3室1厅 | 98.74平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,82,"8,305元/平"
